district_id,base_population,base_pop_dev,base_pop_score,base_pp,base_compactness_score,base_Fairness,opt_population,opt_pop_dev,opt_pop_score,opt_pp,opt_compactness_score,opt_Fairness,delta_pop_score,delta_compactness_score,delta_fairness,frontier_relative_base,frontier_relative_opt
91,144570,0.15572442191840308,0.0,0.36272686284981803,0.7254537256996361,0.29018149027985446,194801,0.13762002411200916,0.0,0.2299991448203809,0.4599982896407618,0.18399931585630472,0.0,-0.2654554360588743,-0.10618217442354974,-60.760833059052686,-111.85900603850997
74,187051,0.09236073290268235,0.07639267097317659,0.31765960034494944,0.6353192006898989,0.2999632828598655,135268,0.21004725118668152,0.0,0.23300436045605535,0.4660087209121107,0.1864034883648443,-0.07639267097317659,-0.16931047977778818,-0.11355979449502121,-56.05352948370115,-110.70204326786846
87,164756,0.03784002806660038,0.6215997193339962,0.4071025624793615,0.814205124958723,0.6986418815838868,162142,0.05310554899836558,0.4689445100163442,0.37258469319107523,0.7451693863821505,0.5794344605626667,-0.15265520931765197,-0.06903573857657253,-0.11920742102122017,135.80304259540208,78.43671483986179
49,228860,0.33652146918277837,0.0,0.36486673751320137,0.7297334750264027,0.2918933900105611,257605,0.5043896402553073,0.0,0.20655356831918095,0.4131071366383619,0.16524285465534477,0.0,-0.31662633838804083,-0.1266505353552163,-59.93701353343057,-120.88519997484893
39,158473,0.07453217344314236,0.2546782655685764,0.3683418588072142,0.7366837176144284,0.44748044638691725,200265,0.16952928439172033,0.0,0.4000388639140829,0.8000777278281658,0.3200310911312663,-0.2546782655685764,0.06339401021373736,-0.12744935525565093,14.936329033194927,-46.3962744506643
109,185844,0.08531196329111364,0.14688036708886365,0.28765035846936227,0.5753007169387245,0.318248507028808,150136,0.12321949096729172,0.0,0.23451903630899595,0.4690380726179919,0.18761522904719677,-0.14688036708886365,-0.10626264432073262,-0.13063327798161126,-47.254109499836574,-110.11891587073954
30,217920,0.27263286972083833,0.0,0.4805894358851487,0.9611788717702974,0.38447154870811895,139796,0.1836041453033484,0.0,0.30631069117264553,0.6126213823452911,0.24504855293811645,0.0,-0.3485574894250063,-0.1394229957700025,-15.385517080008126,-82.48020970470226
31,153586,0.10307180649346237,0.0,0.44216421924636296,0.8843284384927259,0.3537313753970904,137073,0.19950621626631573,0.0,0.25522048962342136,0.5104409792468427,0.2041763916987371,0.0,-0.3738874592458832,-0.14955498369835327,-30.178646923062647,-102.14916804344651
48,176667,0.03171912259072756,0.6828087740927244,0.28958654694482955,0.5791730938896591,0.6413545020114984,181611,0.06059163042800649,0.39408369571993507,0.3158865263977304,0.6317730527954608,0.4891594385501454,-0.2887250783727894,0.052599958905801714,-0.15219506346135298,108.23456938583004,34.99355956862209
7,139163,0.18730080741115535,0.0,0.35719145635077204,0.7143829127015441,0.28575316508061765,206384,0.2052636847671875,0.0,0.15892424153810142,0.31784848307620284,0.12713939323048115,0.0,-0.39653442962534124,-0.1586137718501365,-62.89188121537775,-139.22177363774367
79,182792,0.06748856241745359,0.3251143758254642,0.31604995004028313,0.6320999000805663,0.447908585527505,210231,0.22772981293264302,0.0,0.3614253447479603,0.7228506894959206,0.28914027579836826,-0.3251143758254642,0.0907507894153543,-0.15876830972913675,15.142362936567105,-61.261897931499846
23,141532,0.17346606407245918,0.0,0.59790876687977,1.0,0.4,192792,0.12588764784884302,0.0,0.29098614893327185,0.5819722978665437,0.23278891914661748,0.0,-0.4180277021334563,-0.16721108085338254,-7.912742157820866,-88.37992772746557
103,171882,0.0037751602118077225,0.9622483978819227,0.2917650800030361,0.5835301600060722,0.8107611027315825,182239,0.06425909299309775,0.35740907006902256,0.512748446804345,1.0,0.6144454420414136,-0.6048393278129002,0.41646983999392784,-0.19631566069016892,189.75830756929722,95.28509073246181
3,156368,0.08682518092644984,0.1317481907355017,0.3959734322442618,0.7919468644885236,0.39582766023671045,198694,0.16035478807044906,0.0,0.24260912911418273,0.48521825822836545,0.19408730329134619,-0.1317481907355017,-0.30672860626015813,-0.20174035694536427,-9.920602141015499,-107.0043519520891
80,162731,0.04966584286645674,0.5033415713354326,0.3190934561682678,0.6381869123365356,0.5572797077358738,149112,0.129199557315466,0.0,0.44342119312631745,0.8868423862526349,0.35473695450105397,-0.5033415713354326,0.24865547391609932,-0.2025427532348198,67.7751570180669,-29.694730905352397
54,160795,0.06097190580597373,0.39028094194026275,0.46115081648209,0.92230163296418,0.6030892183498296,156368,0.08682518092644984,0.1317481907355017,0.3959734322442618,0.7919468644885236,0.39582766023671045,-0.25853275120476105,-0.1303547684756564,-0.2072615581131192,89.82012181714009,-9.920602141015499
40,181354,0.059090773932419786,0.4090922606758022,0.3292193564870596,0.6584387129741192,0.5088308415951289,115862,0.32337651637483583,0.0,0.35479683256841493,0.7095936651368299,0.283837466054732,-0.4090922606758022,0.05115495216271071,-0.22499337554039694,44.46005204721517,-63.81377531608449
75,142407,0.1683561440972126,0.0,0.4973270568175871,0.9946541136351742,0.3978616454540697,263493,0.5387750217573094,0.0,0.2016192338253642,0.4032384676507284,0.16129538706029137,0.0,-0.5914156459844457,-0.23656625839377834,-8.941785036934501,-122.78484445941419
